,Date,Commodity,Data Item,Domain,Domain Category,Value,Precip,Temp Max,Temp Min,Wind Speed,Soil Temp Max,Soil Temp Min,Solar,Humidity Max,Humidity Min,day_1_colonies_California,day_1_colonies_United States,lost_colonies_California,lost_colonies_United States,percent_lost_California,percent_lost_United States
561,2020-05,COTTON,COTTON - NUMBER OF ACTIVE GINS,TOTAL,NOT SPECIFIED,20.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
563,2020-05,COTTON,"COTTON - PRODUCTION, MEASURED IN RUNNING BALES",TOTAL,NOT SPECIFIED,600750.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
565,2020-05,COTTON,"COTTON, PIMA - GINNED BALES, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,474250.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
566,2020-05,COTTON,"COTTON, PIMA - GINNED BALES, MEASURED IN LB / BALE, AVG",TOTAL,NOT SPECIFIED,489.3,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
567,2020-05,COTTON,"COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES",TOTAL,NOT SPECIFIED,465200.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
569,2020-05,COTTON,"COTTON, PIMA - PRODUCTION, MEASURED IN RUNNING BALES",TOTAL,NOT SPECIFIED,465200.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
570,2020-05,COTTON,"COTTON, UPLAND - GINNED BALES, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,140400.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
571,2020-05,COTTON,"COTTON, UPLAND - GINNED BALES, MEASURED IN LB / BALE, AVG",TOTAL,NOT SPECIFIED,495.4,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
572,2020-05,COTTON,"COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES",TOTAL,NOT SPECIFIED,136050.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
575,2020-05,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN RUNNING BALES",TOTAL,NOT SPECIFIED,135550.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
576,2020-05,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,8.9,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
577,2020-05,GRAPEFRUIT,"GRAPEFRUIT, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,800000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
578,2020-05,GRAPEFRUIT,"GRAPEFRUIT, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,260000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
579,2020-05,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,184.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
580,2020-05,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,12.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
581,2020-05,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,145.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
582,2020-05,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,195.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
583,2020-05,HAY,"HAY, ALFALFA, PREMIUM - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,215.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
584,2020-05,LEMONS,"LEMONS, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1700000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
585,2020-05,LEMONS,"LEMONS, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,900000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
586,2020-05,ORANGES,"ORANGES, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,4400000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
587,2020-05,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,3200000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
588,2020-05,ORANGES,"ORANGES, MID & NAVEL, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1000000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
589,2020-05,ORANGES,"ORANGES, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1300000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
590,2020-05,ORANGES,"ORANGES, VALENCIA, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1300000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
591,2020-05,ORANGES,"ORANGES, VALENCIA, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,200000.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
592,2020-05,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,22.2,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
594,2020-05,WHEAT,"WHEAT - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,3.0,0.011666666666666665,84.28933333333333,54.104666666666674,0.0,66.89366666666666,64.355,669.1276666666666,81.61399999999999,27.733666666666664,1200000,2972000,100000,300990,8,10
349,2020-08,BARLEY,"BARLEY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,12.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
353,2020-08,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,5.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
357,2020-08,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,5.1,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
358,2020-08,GRAPEFRUIT,"GRAPEFRUIT, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,760000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
359,2020-08,GRAPEFRUIT,"GRAPEFRUIT, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,310000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
360,2020-08,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,176.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
361,2020-08,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,11.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
362,2020-08,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,150.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
363,2020-08,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,185.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
364,2020-08,HAY,"HAY, ALFALFA, PREMIUM - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,210.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
365,2020-08,LEMONS,"LEMONS, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,600000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
366,2020-08,LEMONS,"LEMONS, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,200000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
367,2020-08,ORANGES,"ORANGES, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1000000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
368,2020-08,ORANGES,"ORANGES, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,400000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
369,2020-08,ORANGES,"ORANGES, VALENCIA, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1400000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
370,2020-08,ORANGES,"ORANGES, VALENCIA, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,500000.0,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
371,2020-08,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,21.2,0.0,96.39733333333334,61.353,0.0,77.096,75.44166666666666,565.2890000000001,83.84433333333334,25.46666666666667,640000,3175330,69000,411490,10,13
460,2020-07,BARLEY,"BARLEY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,13.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
464,2020-07,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,14.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
468,2020-07,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,7.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
469,2020-07,GRAPEFRUIT,"GRAPEFRUIT, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,80000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
470,2020-07,GRAPEFRUIT,"GRAPEFRUIT, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,20000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
471,2020-07,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,178.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
472,2020-07,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,13.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
473,2020-07,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,155.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
474,2020-07,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,185.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
475,2020-07,HAY,"HAY, ALFALFA, PREMIUM - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,215.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
476,2020-07,LEMONS,"LEMONS, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,700000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
477,2020-07,LEMONS,"LEMONS, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,300000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
478,2020-07,ORANGES,"ORANGES, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1400000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
479,2020-07,ORANGES,"ORANGES, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,300000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
480,2020-07,ORANGES,"ORANGES, VALENCIA, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1400000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
481,2020-07,ORANGES,"ORANGES, VALENCIA, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,300000.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
482,2020-07,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,21.6,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
484,2020-07,WHEAT,"WHEAT - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,16.0,0.0003333333333333333,95.67566666666666,57.381,0.0,75.03833333333334,72.471,718.848,82.893,23.848,640000,3175330,69000,411490,10,13
654,2020-09,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,3.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
658,2020-09,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,3.9,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
659,2020-09,GRAPEFRUIT,"GRAPEFRUIT, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,30000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
660,2020-09,GRAPEFRUIT,"GRAPEFRUIT, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,20000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
661,2020-09,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,172.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
662,2020-09,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,11.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
663,2020-09,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,145.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
664,2020-09,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,180.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
665,2020-09,HAY,"HAY, ALFALFA, PREMIUM - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,210.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
666,2020-09,LEMONS,"LEMONS, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1100000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
667,2020-09,LEMONS,"LEMONS, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,300000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
668,2020-09,ORANGES,"ORANGES, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,800000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
669,2020-09,ORANGES,"ORANGES, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,400000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
670,2020-09,ORANGES,"ORANGES, VALENCIA, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1100000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
671,2020-09,ORANGES,"ORANGES, VALENCIA, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,500000.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
672,2020-09,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,21.8,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
674,2020-09,WHEAT,"WHEAT - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,16.0,0.0,90.87666666666667,57.26266666666667,0.0,72.51566666666666,71.125,461.827,86.168,28.905666666666665,640000,3175330,69000,411490,10,13
376,2020-12,BARLEY,"BARLEY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,24.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
380,2020-12,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,15.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
381,2020-12,COTTON,"COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,354.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
383,2020-12,COTTON,"COTTON, UPLAND - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,18.8,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
384,2020-12,GRAPEFRUIT,"GRAPEFRUIT, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,200000.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
385,2020-12,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,176.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
386,2020-12,HAY,"HAY - SALES, MEASURED IN PCT OF MKTG YEAR",TOTAL,NOT SPECIFIED,5.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
387,2020-12,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,145.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
388,2020-12,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,185.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
389,2020-12,HAY,"HAY, ALFALFA, PREMIUM - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,220.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
390,2020-12,LEMONS,"LEMONS, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,1400000.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
391,2020-12,LEMONS,"LEMONS, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,300000.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
392,2020-12,ORANGES,"ORANGES, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,4000000.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
393,2020-12,ORANGES,"ORANGES, MID & NAVEL, FRESH MARKET - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,3500000.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
394,2020-12,ORANGES,"ORANGES, MID & NAVEL, PROCESSING - SALES, MEASURED IN BOXES",TOTAL,NOT SPECIFIED,600000.0,0.05266666666666667,59.704,34.056333333333335,0.0,51.095,50.32866666666666,175.59366666666665,94.49000000000001,50.998,700000,3135340,164000,484920,12,15
